text,label,technique
"Person1: Uh...wonderful. I know I'm strange, but in my own way, I love you
Person2: I love you too.",0,
"Person1: Gillian... Would the whales be at sea by now?
Person2: Yes... If you have a chart on board, I can show you.
Person1: All I need is the radio frequency to track them.
Person2: What are you talking about? I'm coming with you.
Person1: You can't. Our next stop is the 23rd Century.
Person2: What do I care? I've got nobody but those whales...
Person1: I have no time to argue, Gillian. Or even tell you how much you've meant to us... The frequency.
Person2: All right. The frequency is 401 megahertz.
Person1: Thank you. For everything.  Beam me up, Scotty.",0,
"Person1: I dunno... your wife surviving the assault... her not believing about your condition... the doubt tearing her up inside.., the insulin -
Person2: That's Sammy, not me! I told you about Sammy -
Person1: Like you've told yourself. Over and over. Conditioning yourself to believe. ""learning through repetition"" -
Person2: Sammy let his wife kill herself! Sammy ended up in an institution - !
Person1: Sammy was a con man. A faker.
Person2: I never said he was faking! I never said that!
Person1: You exposed him for what he was",1,denial
"Person1: If this is about you messed around with Melanie, I don't give a damn. I ain't a fool. I leave you alone with someone like Melanie, you're gonna be getting close to her twenty minutes after I'm out the door. So say ""thank you"" and I'll tell you, ""you're welcome.""
Person2: That's not what I meant when I asked did you trust her.",0,
"Person1: I'm really tired.
Person2: Come on, didn't all that steak make you thirsty?
Person1: No. Really, I'm... I don't feel well. I've got terrible PMS.
Person2: They say sex is great for cramps.
Person1: Well I have it worse than cramps. Goodnight Gregory.",1,persuasion or seduction
"Person1: Karen and I just don't want an accident-
Person2: I have no intention of having an accident!
Person1: It's not important whether you do. We are wearing long underwear.",0,
"Person1: Brandon.. Just in case I die, there's something I have to know...
Person2: Yes Commander?
Person1: What does the Omega 13 do?
Person2: Well, that's the big question, isn't it?
Person1: What do you mean?
Person2: It's been the subject of an extremely heated debate on the internet for years. Many believe that is a matter collapser, a bomb capable of destroying all matter in the universe in a chain reaction lasting 13 seconds.
Person1: But you don't?
Person2: No,  I am of the firm belief that in reality it is not a matter killer, but a matter REARRANGER, converting all molecules to the exact state they existed thirteen seconds previous to activation thus effecting a thirteen second time jump to the past.
Person1: How did you come to that conclusion?
Person2: My cousin's boyfriend's sister went out with the screenwriter. His favorite movie is the Omegaman.  He's seen it 13 times...",0,
"Person1: Get real, Z!  She just dropped the scarf by accident!
Person2: Are you kidding?  There were sparks between us!  This scarf is a sign!
Person1: It's a sign that you're crazy!  Do you know what the penalty for impersonating a soldier is?
Person2: What's gonna go wrong?!  I take your place for the royal inspection.  Bala comes strolling down the line, she sees me -- bingo!  Love is rekindled, and she takes me up to the palace for a little...  tea and crumpets... and you take your place again, and go march around to your heart's content!",1,"shaming or belittlement,accusation"
"Person1: Well?
Person2: He's completely out of his mind.
Person1: Great. Is that what you're going to say when I put you on the stand?
Person2: No. When you put me on the stand, I'll say your client is catatonic and exhibits classic symptoms of a schizophrenic, sociopathic personality.  And he doesn't sleep.
Person1: Doesnit sleep?
Person2: Insomnia. Not unusual for someone in his situation.  Not to mention he's a bed-wetter.
Person1: He wets the bed?
Person2: I always throw that in. It makes the jury feel sorry for the defendant.",0,
"Person1: I might be making a mistake.
Person2: Maybe I'm making a mistake. Maybe I just need to learn to live with this. First of all, I'll get over it. Secondly, it happened. Those who do not remember history are condemned to repeat it. Who said that? Churchill? I'm not sure. But I don't care. She did it to me. I have to rid myself of this. Forget her.
Person1: Forget you, Clementine.",0,
"Person1: Look.  Times Square.  Just like in the movies!
Person2: Don't speak Russian!
Person1: Why?  Why do I always have to speak to you in Czech?
Person2: Because I don't like your ugly language. I heard enough of it in school!  Now speak Czech or English.  And don't fool around anymore.  You almost got us thrown out!",1,
"Person1: Damn, Max.  I'm impressed.  Really.  I would have bet good money you wouldn't walk out of there.
Person2: Makes two of us.",0,
"Person1: You need to come down here, everybody meets everybody.  Ho ho ho.  Ha ha ha. We do one for good faith and then we talk about airplanes.
Person2: I can't go anywhere, Diego.  I'm on parole.  I can't leave the state.
Person1: But you must.  It's the only way.
Person2: I just got released five minutes ago.
Person1: George, are we gonna do this or not?",1,rationalization
"Person1: We've got to turn off the FBI.  You just go to the CIA, Bob, and tell Helms that Howard Hunt is blackmailing the President.  Tell him that Hunt and his Cuban friends know too damn much, and if he goes public, it would be a fiasco for the CIA.  He'll know what I'm talking about.
Person2: All right.
Person1: Play it tough.  That's the way they play it and that's the way we're going to play it.  Don't lie to Helms and say there's no involvement, but just say this is sort of a comedy of errors, bizarre, without getting into it.  Say the President believes it's going to open up the whole Bay of Pigs thing again.  Tell Helms he should call the FBI, call Pat Gray, and say that we wish for the sake of the country -- don't go any further into this hanky-panky, period!
Person2: The Bay of Pigs? ... That was Kennedy's screw-up.  How does that threaten us?
Person1: Just do what I say, Bob.
Person2: Yes, sir, but ... do you think Gray'll go for it?
Person1: Pat Gray'll do anything we ask him. That's why I appointed him.
Person2: He'll need a pretext.  He'll never figure one out for himself.
Person1: Christ, you're right -- Gray makes Jerry Ford look like Mozart.  Just have Helms call him.  Helms can scare anybody.
Person2: The only problem with that, sir -- it gets us into obstruction of justice.
Person1: It's got nothing to do with justice. It's national security.
Person2: How is this national security?
Person1: Because the President says it is.  My job is to protect this country from its enemies, and its enemies are inside the walls.",1,
"Person1: ...You ride Winston.
Person2: You sure?
Person1: Oh, I'm more than sure. Anything happens to Loretta's horse I can tell you right now you don't wanna be the party that was aboard.",0,
"Person1: I've always supported your dreams and aspirations.
Person2: But sometimes it feels like you're just pushing me into what you want.
Person1: I can’t believe you’d say that! I thought I was helping.
Person2: I appreciate your support, but I need space to make my own choices too.",1,"feigning innocence,playing servant role"
"Person1: Sarah, do you remember when you told me you were upset about something I said during the meeting?
Person2: That doesn't ring any bells. Are you sure it was with me?
Person1: Positive. It was about my presentation, and you mentioned it afterward.
Person2: I'm really drawing a blank here, Jason. Are you sure it wasn't someone else?
Person1: Well, now that you mention it, maybe I'm mistaken.
Person2: See, sometimes our memories can play tricks on us, Jason.
Person1: I guess so, but I distinctly remember...
Person2: Jason, maybe I did mention it, but I never meant for it to come across that way. I didn't mean to criticize your work.
Person1: Oh, I see. Maybe I misinterpreted your intentions.
Person2: It happens, Jason. Communication can be tricky sometimes, and things get lost in translation.",1,
"Person1: First. It's our first. I'm just concerned. So... why are you killing yourself?
Person2: Interesting choice of words. I don't remember. I just know that I want to.
Person1: Want to kill yourself? Are you saying that you're drinking as a way to kill yourself?",0,
"Person1: God can't help her, Mr. Watson. Only you can help her.
Person2: Only you.
Person1: You're wasting time.",0,
"Person1: Why did you decide without asking me?
Person2: I was only trying to do what I thought was best.
Person1: Your decisions affect both of us. You should have consulted me.
Person2: I know. I'll be more considerate next time.
Person1: That's all I ask.",1,"feigning innocence,accusation"
"Person1: Don't tell me you really are in love?
Person2: Yeah and I got the bruises to prove it. So what?
Person1: Nothing, it's just that's when things usually start to go wrong.",1,persuasion or seduction
"Person1: You know, this isn't gonna end well, these things never do.
Person2: Yeah, well, if it turns out I get shot like a dog, it'll be in the street, not off a goddamn fence.
Person1: You must see yourself as some kind of Clyde Barrow.",0,
"Person1: Well, what you need...what you have to keep looking for...what you want to get is a wingman who can stay up with you. Who can match you move for move. Then you've got something.  I'm sorry.
Person2: For what?
Person1: That stuff about the MiG. I was out of line.
Person2: Apology acknowledged.
Person1: Is that all? CHARLIE What else do you want?
Person1: Um. You.
Person2: There you go with those moves again.
Person1: Too aggressive?
Person2: I don't mix with the boys. I work here. Let's keep it professional.
Person1: I'm special.
Person2: Yes. I'll give you that!
Person1: Give me a break, I'm asking you out.",1,rationalization
"Person1: Go, go, go, jump!
Person2: You're crazy!  I'm not gonna jump!
Person1: Tim, you're going to have to let go of the fence.  Tim! Get down right now.  Get off the fence!  Now!",0,
"Person1: H'mm ... no wonder I have trouble rounding up this show--Don't you know there's a rehearsal going on?-- And you wanted a raise.--Come on--get going or you'll get it!
Person2: Oh, all right--  See you later, Toots.",0,
"Person1: Well, as you know, most of my staff have weighed in against this ""incursion.""  They believe it will fail to achieve anything fundamental militarily, and will result in crushing criticism domestically ...
Person2: I didn't ask what your staff thinks, Henry.  What do you think?
Person1: What I think is ... they're cowards. Their opposition represents the cowardice of the Eastern Establishment.  They don't realize as you do, Mr. President, that the Communists only respect strength, and they will only negotiate in good faith if they fear the ""madman,"" Richard Nixon.",0,
"Person1: I'm gonna quit.
Person2: What?!?
Person1: Each show is worse than the next.
Person2: Are you nuts?!  40 million people watch you every week!
Person1: So?  What do they know?
Person2: Absolutely nothing!  That's the beauty!  It's credibility.  You make them love you... and then later, on your special, you'll screw with their heads!",1,persuasion or seduction
"Person1: Mary, I swear I wasn't trying to trick you.
Person2: Then what did you do it for?
Person1: I did it because because I'd never stopped thinking about you and if I didn't find you I knew my life would never be good again.",1,rationalization
"Person1: In a casino. As a croupier. A dealer.
Person2: How did you land that?
Person1: It came my way. 450 a week.
Person2: 450? What did you do, just walked in and said I want to be a croupier? Don't you need training?
Person1: I had training. In the Republic.
Person2: You were a croupier there? You never told me that. I thought you just knew some gamblers.
Person1: I start Monday week.",0,
"Person1: We gotta play with more bullets.
Person2: We what?
Person1: We gotta play with more bullets, Nick. It's the only way.
Person2: More bullets in the gun?
Person1: More bullets in the gun... The trouble is that still leaves one of us with his hands tied up, so that means we gotta play each other.
Person2: With more bullets?... Against each other?... Are you crazy!!! Are you nuts!!!
Person1: Nick... NICK!!! It's the only chance we've got!",1,
"Person1: Could be worse.  A woman could cut off your penis while you're asleep and toss it out the window of a moving car.
Person2: There's always that.
Person1: I don't know, maybe I'm wrong.  Maybe it's a terrible tragedy.
Person2: ...no ...no ...
Person1: I mean, you did lose a lot of nice, neat little shit.  The trendy paper lamps, the Euro-trash shelving unit, am I right?",0,
"Person1: There's your old twenty-gauge, and that there's the new Browning you was showing me last night. This must be Twombley's gun. Brand new. Very fancy tooling. Probably fired one time. It's a beautiful piece of work.  But what the hell, Jack, I guess you deserve it. Right's right.
Person2: Yeah.
Person1: Twombley sure as hell won't be shooting it again.
Person2: He sure as hell won't.",0,
"Person1: First you want me to ask for directions, then you don't.  Which is it?
Person2: I wanted you to ask back there.  You know, before you got us lost.
Person1: Just no pleasing you, is there?
Person2: Just admit you're wrong.
Person1: We all know how much you like hearing that. Okay, Liz, I was wrong. There.  You happy?
Person2: Quit feeling sorry for yourself, Tom. It gets old.
Person1: No. You know what gets old? Being reminded what a loser you are every time you screw up.
Person2: Here it comes, poor Tom.
Person1: But that's okay, Liz, you're the one with the steady job, you pay all the bills. I'm just an unemployed musician.  You have every right.
Person2: That is so unfair.",1,"playing victim role,accusation"
"Person1: Did you pick up the car?
Person2: It is waiting for you in the garage.
Person1: Did they follow you?
Person2: I wasn't looking.
Person1: Henri... I need one more favor from you.  I know I am imposing...
Person2: My friend, I am not sure about what is going on -- but for me, I am finished.
Person1: Not quite -- you are in it whether you like it or not.  The police know you brought the car into the country.  This makes you an accomplice.",1,"intimidation,persuasion or seduction"
"Person1: ...Certain people are --
Person2: Didja ever go to the top of old man Larson's feed tower and look out over the town?
Person1: ...Huh?
Person2: You know, on farm route 17.
Person1: Oh yes! In Muncie!
Person2: No! In Vidalia! Farm Route 17!
Person1: Uh -- Yes. Seventeen. Yes, I -- well no, I -- I never really... There's a place I go now, the cutest little place near my apartment in Greenwich Village. It's called Ann's 440. It's a beatnik bar.
Person2: You don't say.
Person1: Yes, you can get carrot juice or Italian coffee, and the people there -- well, none of them quite fit in. You'd love it -- why don't you come there with me -- they're having a marathon poetry reading on New Year's Eve. I go every year.
Person2: Every year?
Person1: Well -- this year -- if it's good I plan to make it a tradition. Uh, my it certainly is beautiful --",0,
"Person1: Do you have music up there?
Person2: Yes.
Person1: I'd like to hear it. Can you sing something?
Person2: I do not want to.
Person1: Don't be afraid... I'd really like to hear it.",1,persuasion or seduction
"Person1: Once it's spent you won't have to worry about it.
Person2: Be like a weight off your shoulders.
Person1: You know we're right.
Person2: Don't you?",0,
"Person1: I don't remember. ""Cinderella Man!"" What do they mean by that?
Person2: They'd call you anything if you gave them half a chance. They've got you down as a sap.
Person1: I think I'll go down and punch this editor on the nose.
Person2: No, you don't! Get this clear: Socking people is no solution for anything.
Person1: Sometimes it's the only solution.
Person2: Not editors. Take my word for it. Not editors!
Person1: If they're going to poke fun at me, I'm going to
Person2: Listen. Listen, Longfellow. You've got brains, kid. You'll get along swell if you'll only curb your homicidal instincts - and keep your trap shut. Don't talk to anybody! These newshounds are out gunning for you.
Person1: But what about this ""Cinderella Man""?
Person2: That's my job. I'll take care of that. I'll keep that stuff out of the papers - if you'll help me. But I can't do anything if you go around talking to people. Will you promise me to be careful from now on?
Person1: Yes, I guess I'll have to.
Person2: Thank you.  If you feel the building rock, it'll be me blasting into this editor.",0,
"Person1: Get out of the way.
Person2: Are you crazy?
Person1: I don't know, Kyle. You're the expert. Now get out of the way!
Person2: WHY?
Person1: Because I'm going to get my father!",1,brandishing anger
"Person1: Well, whatever you think.
Person2: I figured out exactly why it is I'm so hung up on getting a chance at weekend anchor...It's because if I do that well, they'll pay me more, treat me great and my life will be better.  That's why.
Person1: Sounds like you may be on to something.
Person2: Which means I'm at their mercy and who wants that?...I'm not going to tell you where this thought led me... Anyway, well, why not  tell you? -- it's a happy thing.  In the middle of all this I start to think about something that does nothing but make me feel good and makes immediate sense and that's you ...And I'll stop here but, Jane, I'd give anything if you were two people so I could call up the one who's my friend and tell her about the one I'm in I...I don't think I should go any further.  Come on -- I'll walk you to the corner.",0,
"Person1: Now listen. Now that you're on your way, it would be stupid of you to stop. Think of Sebastian as a tutor. Let him instruct you.
Person2: I don't love him. I love Ronald.
Person1: So? Don't you want to make Ronald a happy pappy? Practice makes perfect, Cecile. My advice is to sleep with as many people as possible.
Person2: But that would make me a slut.  Wouldn't it?
Person1: Cecile, everybody does it. It's just that nobody talks about it.",1,persuasion or seduction
"Person1: Do you know who I am, Mr. Lounds?
Person2: I don't want to know.
Person1: According to you I'm a sexual failure. An animal, you said.  You know now, don't you?
Person2: Yes.
Person1: Do you feel privileged?
Person2: I'm very scared.
Person1: Do you pray to God, Mr. Lounds?
Person2: Yes.
Person1: Do you believe God is in attendance here, Mr. Lounds?
Person2: I don't know...
Person1: In a little while I'll help you understand.",1,
"Person1: Are you playing tricks on me?
Person2: What?
Person1: It's not going to work.  I'm too smart for you.",0,
"Person1: Is this being recorded?
Person2: This is just an informal discussion.
Person1: Are you recording it?
Person2: What does it look like?
Person1: It looks like he's writing everything down.
Person2: That's because he is. Does that upset you?
Person1: No. Why should it?
Person2: Well, then?
Person1: I've never seen any of these men before.
Person2: Take another look at these two.
Person1: I don't know them.
Person2: And if I told you their car was parked outside, would that surprise you?
Person1: Yes, I suppose so.",0,
"Person1: She's a loser -- She don't enjoy life -- She reads -- Brainy -- Pushin' thirty friggin' years old!  She's gonna die alone if she don't wise up.
Person2: I'm thirty myself.
Person1: An' you're dyin' alone, too.
Person2: I don't see no crowd around you, neither.
Person1: I wanna kill the friggin' moron who broke the mirror.
Person2: Let's get outta this stink.",1,shaming or belittlement
"Person1: Hello?
Person2: You little sleaze bag!
Person1: ...Ma???
Person2: Don't you ever ask me for another thing in my life again, you've killed your poor mother with your own hands!",1,"accusation,shaming or belittlement"
"Person1: She isn't a part of this. This is between you and me.
Person2: Call up Petrov and order Stravanavitch' S release.",0,
"Person1: What the hell you thinking, girl? Strolling in here this late?
Person2: Don't talk to me, Mr. Sawyer. Don't say nothing to me this morning.
Person1: What? What? You talking back to me?
Person2: I'm telling you don't say nothing to me.",1,
"Person1: Oh you know, for a minute I thought it was --
Person2: Paul? Yeah. You think --",0,
"Person1: Perfect!
Person2: Mmm...I mean, we love to cook for our friends, so  we thought until an acting job comes through, we could just make some extra money, you know, doing a few private parties.",0,
"Person1: He's a pyjama case, really.
Person2: Do you know you've lovely hair, even if you torment it in those braids.
Person1: I like plaits.
Person2: You're spoiling your pretty looks. Come here.",0,
"Person1: Whoever tossed this place wants you.  And I'm looking to stay outta the line of fire.
Person2: How's this about me?
Person1: They lifted my wallet to make it look like a robbery.  But there's a bug in my computer keyboard, a tap on the phone and a mike in the light fixture.
Person2: Like you said, maybe somebody's tracking one of your investigations.
Person1: Hardware's too sophisticated.  It's gotta be the government.  And why do I think they're looking for you?
Person2: You're crazy.
Person1: I'm you, I take that money and get outta town while you can.",0,
"Person1: God, there's Lester...
Person2: Don't go, Jackie...
Person1: I can't just let him stand by the door...
Person2: Don't leave me...
Person1: I've got to... I've got to tell him where I am.
Person2: What for?
Person1: I don't know -- I've got to.",0,
"Person1: Mrs. Parker, was Kristen acting different? Did you notice anything strange before she made the attempt?
Person2: Kristen specializes in strangeness.  I've spent thousands on psychiatirists.
Person1: Did she always have nightmares?
Person2: They've gotten worse since I took away her credit cards.
Person1: I'm serious.
Person2: Look, Miss Thompson, I don't know what you want from me.
Person1: Just some answers.  There are other kids involved, its not just Kristen.  All good kids, smark kids.
Person2: I'm sorry to hear that, but you're the experts on this, not me.  If I had any insights, believe me, I'd share them with you.
Person1: I'm sure you would.
Person2: Now if you'll excuse me, I have to get to the club.
Person1: I'll need to take her things.
Person2: The maid packed a suitcase.  Teresa!  Teresa?
Person1: I'll get it.  Please, I don't mind.
Person2: First door up the stairs.",0,
"Person1: What are you, crazy?
Person2: I just thought we should talk about it.  Between ourselves.
Person1: What's there to talk about?  She can sing. That puts her at the head of the class. That makes her the only one in the class.
Person2: I don't know ... She had gum on her lip, for Christ sake. I don't think she's right for the act.
Person1: You're getting cold feet about this.
Person2: I was just thinking what Ma would think.
Person1: Ma? Ma?  Was Ma there the last time we played the Ambassador?  Oh, that's right, she was on bass. How could I forget.",0,
"Person1: I guess I don't have a hell of a lot of choice.
Person2: Get used to it.  You're in a very tenuous position on the food chain, hoss.",0,
"Person1: I said nothing before, for fear you wouldn't believe me.  I've been here before to cast evil from this house.  The amulet is a guard against evil, blessed in countless rituals.   It is an ancient ceremony of the early Catholic church, a ceremony whose secrets are all but lost.
Person2: So what does that have to do with Aubrey!  Where is she!
Person1: We must return it, if you want your daughter back.
Person2: What are you getting at!
Person1: I said nothing before, for fear you wouldn't believe me.  I've exorcised forces from this house. Eliza knew, she was there.  It wants another soul, the one we've taken away. We must weaken it!",1,
"Person1: You have to understand. This was a big shock, for all of us. One minute you're our little boy, of whom we could not be more proud. The next minute you're the owner of this whole pornographic empire.
Person2: But that doesn't make you the boss of everything, son.
Person1: Don't you see how your self involvement and lack of humility are affecting the whole family?",1,accusation
"Person1: I think that went as well as could be expected.
Person2: She always looked out for me.
Person1: And she had private investigators assisting her.
Person2: She brought my digestive enzymes.
Person1: In anticipation of making you sick.
Person2: Maybe I should reconsider my...",0,
"Person1: This better not be a wild goose chase.
Person2: Or what, you'll authorize my death a second time today?
Person1: Don't forget, convict, if this psycho isn't stopped, you go right back to rotting in a prison cell.",1,intimidation
"Person1: My Westley will always come for me.
Person2: I suggest a deal. You write four copies of a letter. I'll send my four fastest ships. One in each direction. The Dread Pirate Roberts is always close to Florin this time of year. We'll run up the white flag and deliver your message. If Westley wants you, bless you both. If not ... please consider me as an alternative to suicide. Are we agreed?",0,
"Person1: You really think you'll be able to fool a jury with this bullshit?  How stupid are you?
Person2: Smarter than Americans.  You're fed cry baby talk shows all day long.  Not only will Americans believe me, they'll cry for me.  So...Detective Eddie Flemming, would you like to say goodbye to your Nicolette? Maybe you can propose to her now?",1,shaming or belittlement
"Person1: Seating problems.
Person2: Okay.
Person1: Keith do not trivialize this.
Person2: I'm not. What's the problem?
Person1: We're supposed to have gold-trimmed padded seats, now they're telling me that there was a mistake and we can't have padded.
Person2: What kind of seats can we have?
Person1: Not padded ones.
Person2: So what do we do?
Person1: You go down there.
Person2: Go down where?
Person1: Go down to the seat place and straighten this out.
Person2: Honey I don't have the time...
Person1: I need your help.
Person2: We're leaving in three hours.
Person1: I need your help.
Person2: I'll call them from the road.
Person1: Do you love me?
Person2: More than I ever imagined being able to love anyone ever.
Person1: Take care of those chairs.
Person2: We're leaving from Adam's. Come send me off.
Person1: Maybe.",1,persuasion or seduction
"Person1: You are drunk.  You know, it's been a long time and I'd love to catch up, but I really got to -
Person2: Tubbs listen!  I don't know anywhere else to go!  I need your help!
Person1: Just what did you get yourself into, Jimmy?
Person2: It's...it's a long story.  Can we meet somewhere?
Person1: Jesus, man...
Person2: Please...",1,persuasion or seduction
"Person1: How's it feel, Tommy?
Person2: Busted my cheek but I can still see. What'd you hear?
Person1: Looks like you done it.
Person2: I kinda thought so. Felt like it.
Person1: Folks ain't talkin' about much else. They say they got posses out. Talkin' about a lynchin'--when they catch the fella.
Person2: They killed Casy first.
Person1: That ain't the way they're tellin' it. They're sayin' you done it fust.
Person2: They know what--this fella looks like?
Person1: They know he got hit in the face.
Person2: I'm sorry, Ma. But--I didn't know what I was doin', no more'n when you take a breath. I didn't even know I was gonna do it.
Person1: It's awright, Tommy. I wisht you didn't do it, but you done what you had to do. I can't read no fault in you.
Person2: I'm gonna go away tonight. I can't go puttin' this on you folks.
Person1: Tom! They's a whole lot I don't understan', but goin' away ain't gonna ease us.  They was the time when we was on the lan'. They was a bound'ry to us then. Ol' folks died off, an' little fellas come, an' we was always one thing-- we was the fambly--kinda whole an' clear. But now we ain't clear no more. They ain't nothin' keeps us clear. Al--he's a-hankerin' an' a- jibbitin' to go off on his own. An' Uncle John is just a-draggin' along. Pa's lost his place--he ain't the head no more. We're crackin' up, Tom. They ain't no fambly now. Rosasharn--  --she gonna have her baby, but it ain't gonna have no fambly. I been tryin' to keep her goin' but--Winfiel'-- what's he gonna be, this-a-way? Growin' up wild, an' Ruthie, too-- like animals. Got nothin' to trus'. Don't go Tom. Stay an' help. Help me.
Person2: Okay, Ma. I shouldn't, though. I know I shouldn't. But okay.",1,persuasion or seduction
"Person1: Hi.
Person2: I'd prefer it if you didn't speak to me.
Person1: I...
Person2: ...you know, there's nothing you could say, that could possibly make a difference, so, why don't you just save your breath.",0,
"Person1: You jerk--
Person2: I'm not talking to you. You don't have any friends.",1,shaming or belittlement
"Person1: I'm sorry that was out of line.
Person2: I want to go home.
Person1: I was just kidding.
Person2: I want to go home.",1,feigning innocence
"Person1: I'm glad to hear that Zoe's okay.
Person2: Are you still in touch?
Person1: Not really.  The last time I saw her was at that clinic.  That was a long time ago.
Person2: Which one?
Person1: Which one?
Person2: Which clinic?
Person1: I don't remember the name.  It was near a beach.
Person2: Sunnyridge.  That was a long time",0,
"Person1: Where have you been?
Person2: I've been thinking--
Person1: Oh, God.
Person2: --I figure we could scrape together eight thousand.
Person1: Every time you and Marlon--
Person2: --We could bum around the world for a year on that.
Person1: And then what, Truman?  We'd be back to where we were five years ago.  You're talking like a teenager.
Person2: Maybe I feel like a teenager.
Person1: We're mortgaged to the eyeballs, Truman. There's the car payments.  Are we just going to walk away from our financial obligations?",1,persuasion or seduction
"Person1: ...as long as they're ready for the opening I don't care, just tell them that.
Person2: I'm on it.  Don't worry.  Look, Susan...I don't mean to pry, but... I kinda overheard you and Peter.
Person1: Watch your step, Siri.  Your grant could be on the line here.
Person2: I just...well, I had this cousin in Delhi.  She was having problems, too. She, ah...
Person1: What?
Person2: She used a baster.",1,intimidation
"Person1: You have yourself a few flings this summer. I bet you're quite a ladies' man.
Person2: Oh no.
Person1: What? You look like the kind of guy that has to fight them off.  Doesn't he look to you like the kind of guy who has to fight them off?",0,
"Person1: Promise me... you won't ever tell Domino.
Person2: What?
Person1: Promise me... you won't tell her... that I never had an intimate relationship with Pat Benatar.",1,persuasion or seduction
"Person1: I hope you're going to invite me in?
Person2: Everybody is at home, it's no good.
Person1: Let's have a look anyway.",1,evasion
"Person1: No thanks.
Person2: No thanks. what does that mean?
Person1: I don't want to go.
Person2: Go where?
Person1: On a ride.
Person2: A ride?. Hell, that's a good idea. okay, let's go. Hey, let's go.",0,
"Person1: All right, sugar, what's on your mind?
Person2: Don't look at me like that. Auggie. It gives me the creeps.
Person1: Like what?
Person2: Like what you're doing. I'm not going to eat you up.  I need your help, and if you keep staring at me like that. I might start screaming.
Person1: Help, huh? And I don't suppose this help has anything to do with money, does it?
Person2: Don't rush me, okay? You're jumping to conclusions before I've even said anything.  And besides, it's not for me.  It's for our daughter.
Person1: Our daughter? Is that what you said? Our daughter? I mean, you might have a daughter, but I sure as hell don't. And even if I did -- which I don't -- she wouldn't be our daughter.
Person2: Her name is Felicity, and she just turned eighteen.  She ran away from Pittsburgh last year, and now she's living in some shit-hole here in Brooklyn with a guy named Chico. Strung out on crack, four months pregnant.  I can't bear to think about that baby. Our grandchild, Auggie. Just think of it. Our grandchild.
Person1: Stop it, already. Just stop all this crap right now.  Was that your idea to call her Felicity?
Person2: It means ""happiness.""
Person1: I know what it means. That still don't make it a good name.
Person2: I don't know who else to turn to, Auggie.
Person1: You've suckered me before, darling, remember? Why should I believe you now?
Person2: Why would I lie to you, Auggie? You think it was easy to come here and walk into this place? Why would I do it if I didn't have to?
Person1: That's what you told me when I shoplifted that necklace for you. You remember, baby, don't you? The judge gave me a choice, either go to the can or enlist. So, instead of going to college, I wind up in the navy for four years, I watch men lose their arms and legs, I nearly get my head blown off, and you, sweet Ruby McNutt, you run off and marry that asshole, Bill.
Person2: You didn't write to me for more than a year. What was I supposed to think?
Person1: Yeah, well, I lost my pen. By the time I got a new one, I was clean out of paper.
Person2: It was over with Bill before you ever came home. Maybe you don't remember it now, but you were pretty hot to see me back then.
Person1: You weren't so lukewarm yourself. At least at first.
Person2: It fizzled, baby. That's the way it goes. But we had our times, didn't we? It wasn't all bad.
Person1: A couple of moments, I'll grant you that. A second or two snatched from the jaws of eternity.
Person2: And that's how Felicity came into the picture. During one of those two seconds.
Person1: You're conning me, sweetheart. I ain't responsible for no baby.
Person2: Then why do you think I married Frank? I was already pregnant, and I didn't have much time. Say what you like, but at least he gave my kid a name.
Person1: Good old Frank. And how is fat Mr. Grease Monkey these days?
Person2: Who the hell knows?  He dropped out of sight fifteen years ago.
Person1: Fifteen years ago?  It won't wash, pumpkin. No mother waits fifteen years to tell a man he's a father. I wasn't born yesterday, you know.
Person2: I thought I could handle it. I didn't want to bug you. I thought I could handle it on my own, but I couldn't. She's in real bad, Auggie.
Person1: Nice try, old girl. I'd like to help you out. You know, for old time's sake. But all my spare cash is tied up in a business venture, and I haven't collected my profits yet. Too bad. You caught me at the wrong time.
Person2: You're a cold-hearted bastard, aren't you? How'd you ever get so mean, Auggie?
Person1: I know you think I'm lying to you, but I'm not. Every word I told you is the God's honest truth.",1,
"Person1: You know what I love about all this?
Person2: Theres finally a reason for the whole world to revolve around you?
Person1: Exactly! Todays my day. Tomorrow will be my day. And the day after that? My day.",0,
"Person1: I remind you, Senor Colon, that you are in no position to bargain with me.
Person2: I'm not bargaining!
Person1: Then you are too ambitious.",1,brandishing anger
"Person1: No.  I was alone.  My sister Jenny was sick and stayed home that day.
Person2: Was there anything unusual about the driver, Dolores Driscoll, or the bus that particular morning?
Person1: Like what?  I mean, I don't remember a lot.",0,
"Person1: Who do you think you are, breaking in here like this?
Person2: You can't bluff me, Burns. I don't care who you are or what paper you're editor of.",0,
"Person1: Same as last time -- the rest after.
Person2: Where do we go?
Person1: When you find the guy, you'll know.
Person2: What shit is this.  I just do it.  I don't prepare it.
Person1: I'll point you in the right direction, but you'll have to take it to the end- zone.  He's a hit-and-run gunman -- I figure he's not cruising the Polo Lounge.
Person2: This is unprofessional.
Person1: See, a successful man like me has limitations -- I lose touch at a street level.  So I have to depend on a smart boy like you who's closer to the nitty and the gritty than I am.
Person2: Disregard you, Mr. whatever-your-name is. This is a lifestyle I embrace.
Person1: That's why I'm letting you take care of this.  I'm the one with appearances to maintain.  But who gives a shit about you?  Not even God.",1,"persuasion or seduction,shaming or belittlement"
